Name,Year,Genres,Sci-Fi,Crime,Romance,Animation,Music,Comedy,War,Horror,Film-Noir,Adventure,News,Western,Thriller,Adult,Mystery,Short,Talk-Show,N/A,Drama,Action,Documentary,Musical,History,Family,Reality-TV,Fantasy,Game-Show,Sport,Biography
The King of Queens: Season 1,1998.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Prime Suspect 3,1993.0,"Crime, Drama, Mystery",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Always,1985.0,"Fantasy, Romance",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
The River Wild,1994.0,"Action, Adventure, Crime",N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
The Twilight Zone: Vol. 43,1969.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mrs. Doubtfire,1993.0,"Comedy, Drama, Family",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N
The Lost Continent,1951.0,"Adventure, Fantasy",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
Phenomenon,1996.0,"Drama, Fantasy, Romance",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N
Inspector Morse 19: Greeks Bearing Gifts,1991.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Picture Perfect,1997.0,"Comedy, Drama, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Brainscan,1994.0,"Comedy, Horror, Sci-Fi",Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
An Awfully Big Adventure,1995.0,"Comedy, Drama, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Everyone Says I Love You,1996.0,"Comedy, Musical, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
Carmen Electra's Advanced Aerobic Striptease,2003.0,Sport,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
Thirteen Days,2000.0,"Drama, History, Thriller",N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
The Dick Cavett Show: Rock Icons,1969.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Burn Up Scramble,2004.0,Animation,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Bad News Bears in Breaking Training,1977.0,"Comedy, Family, Sport",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N
Leonardo da Vinci: Renaissance Master,1997.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Le Notti Bianche,1957.0,"Drama, Romance",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Dead and Buried,1981.0,"Short, Comedy",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
4D Man,1959.0,"Sci-Fi, Horror, Romance",Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G.I. Joe: The Movie,1987.0,"Animation, Action, Adventure",N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
Inspector Morse 3: Service of All the Dead,1993.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gone with the Wind: Collector's Edition,1939.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Under the Cherry Moon,1986.0,"Comedy, Drama, Music",N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
From Justin to Kelly: The Tale of Two American Idols,2003.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Boys from Brazil,1978.0,"Drama, Thriller",N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
That Obscure Object of Desire,1977.0,"Comedy, Drama",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Space Ghost Coast to Coast: Vol. 2,1995.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Saltmen of Tibet,1997.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Epidemic,1987.0,"Drama, Horror",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
The Big Sleep,1946.0,"Crime, Film-Noir, Mystery",N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Breaking the Da Vinci Code,2005.0,Documentary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
Dawn of the Dead: European Version,1978.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Larry Sanders Show: Season 1,1992.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Bigger Than the Sky,2005.0,"Comedy, Drama, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
The Most Terrible Time in My Life,2000.0,"Drama, Thriller",N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Six Feet Under: Season 1,2001.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
George Carlin: You are All Diseased,1999.0,"Documentary, Comedy",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
Greatest Places: IMAX,1999.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Fallen Angels,1995.0,"Crime, Drama, Romance",N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Swing Kids,1993.0,"Drama, Music",N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Less Than Zero,1987.0,"Crime, Drama",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Lord of the Flies,1963.0,"Adventure, Drama, Thriller",N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
The Rachel Papers,1989.0,"Drama, Romance",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Timecop 2: The Berlin Decision,2003.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Barbarosa,1982.0,Western,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jewel: Live at Humphrey's by the Bay,2004.0,Music,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Perfect Strangers,2003.0,"Comedy, Drama",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Beowulf,1999.0,"Animation, Action, Adventure",N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
Roller Boogie,1979.0,"Drama, Music",N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Sgt. Pepper's Lonely Hearts Club Band,1978.0,"Adventure, Comedy, Fantasy",N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
Monk: Season 3,2004.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Office: Series 1: Bonus Material,2001.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Indigo Girls: Watershed: Ten Years of Underground Video,1995.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Abbott & Costello Meet Frankenstein,1948.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
World in the Balance: Nova,2004.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mr. Saturday Night,1992.0,"Comedy, Drama",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Funny About Love,1990.0,"Comedy, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Chopper Chicks in Zombietown,1989.0,"Comedy, Horror",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Badge,2002.0,"Crime, Drama, Mystery",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Hercules: The Legendary Journeys: Season 6,1999.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Blood for Dracula,1974.0,Horror,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Ninja Checkmate,1987.0,"Action, Drama",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N
Inspector Morse 16: Second Time Around,1991.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mummy (Documentary),1999.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
God's Army,2000.0,Drama,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
The Day of the Wacko,2002.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Love Forbidden,2002.0,Drama,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Dancing at the Blue Iguana,2001.0,"Drama, Mystery",N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Strangers with Candy: Season 1,1999.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Doctor Who: The Tomb of the Cybermen,1967.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Life,2004.0,"Adventure, Comedy, Drama",N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Beast City,1997.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Best Friends,1982.0,"Comedy, Drama, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Pajama Party,1964.0,"Comedy, Musical, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
The Harryhausen Chronicles,1998.0,Documentary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
Arabian Nights,2000.0,"Comedy, Drama, Fantasy",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N
QB VII,1974.0,"Drama, Mystery",N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Safe Conduct,2002.0,"Biography, Drama, History",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y
The Best of He-Man and the Masters of the Universe,1983.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
South of Heaven,2000.0,"Comedy, Crime",N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Running on Empty,1988.0,"Crime, Drama, Music",N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Space Battleship Yamato: The Movie,1974.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Hunting Humans,2002.0,"Drama, Horror, Mystery",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Tour of Duty: Season 1,1987.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Attack of the 60 Foot Centerfold,1995.0,"Action, Adventure, Comedy",N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
Night Train to Terror,1985.0,Horror,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Joe Cocker: Across From Midnight Tour,1997.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
China Strike Force,2000.0,Action,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
Real Genius,1985.0,"Comedy, Romance, Sci-Fi",Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Downtown Torpedoes,1997.0,"Action, Crime, Thriller",N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
Frantic,1988.0,"Crime, Drama, Mystery",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Absolon,2003.0,"Sci-Fi, Action, Thriller",Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
The Children's Hour,1961.0,"Drama, Romance",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Love Letters,1999.0,"Drama, Mystery, Romance",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Portland Street Blues,1998.0,Drama,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Benny Hill: Golden Greats,1965.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Quiet Days in Hollywood,1994.0,"Comedy, Drama",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Seven Signs of Christ's Return,2003.0,Documentary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
Detroit Rock City,1999.0,"Comedy, Music",N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jackie Brown: Collector's Series,1997.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
This Island Earth,1954.0,"Horror, Mystery, Sci-Fi",Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Sealab 2021: Season 1,2001.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Masters of Poker: Annie Duke's Advanced Texas Hold 'em Secrets: How to Beat the Big Boys,2005.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Rhea Gall Force,1989.0,"Animation, Action, Adventure",N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
Independence Day: Bonus Material,1996.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mutant X: Season 2,2002.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Stalingrad,1993.0,"Drama, War",N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Waiting,2000.0,Drama,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Requiem for Murder,1999.0,Thriller,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Rachmaninov / Tchaikovsky: Arkadi Zenziper,1990.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Fushigi Yugi: The Mysterious Play,1995.0,"Animation, Adventure, Drama",N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Kohram,1999.0,"Action, Drama, Thriller",N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N
Samantha: An American Girl Holiday,2004.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Chillicothe,2001.0,"Comedy, Drama, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Die Another Day,2002.0,"Action, Adventure, Thriller",N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
Ash Wednesday,2002.0,"Crime, Drama",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Blade,1998.0,"Action, Horror",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
Poor White Trash,2000.0,"Comedy, Crime",N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Life of David Gale,2003.0,"Crime, Drama, Thriller",N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
The Hunchback of Notre Dame,1923.0,"Animation, Drama, Family",N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N
Colorful!,2002.0,"Animation, Short, Comedy",N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Hidden Fortress,1958.0,"Adventure, Drama",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Before Sunrise,1995.0,"Drama, Romance",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Scarlet Diva,2000.0,Drama,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
In Search of Ancient Ireland,2002.0,"Documentary, History",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
The Creeps,1997.0,"Short, Drama, Horror",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
Scary Movie,2000.0,Comedy,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Pornografia,2003.0,Short,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
The Red Violin,1999.0,"Drama, Music, Mystery",N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Slackers,2002.0,"Comedy, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Knight Moves,1992.0,"Crime, Drama, Mystery",N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
When Love Comes,1998.0,Drama,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
The World of Drunken Master,1979.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Denise Austin: Shrink Your Female Fat Zones,2003.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Sharpe 3: Sharpe's Company,1994.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Good Times,2003.0,Comedy,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Evgeny Kissin: The Gift of Music,1999.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
National Lampoon's Gold Diggers,2003.0,"Comedy, Crime",N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
East Is East,1999.0,"Comedy, Drama",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Adventures in Babysitting,1987.0,"Action, Adventure, Comedy",N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
Sergeant Cribb: Set 1,1980.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Sweet Hearts Dance,1988.0,"Comedy, Drama, Romance",N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
The Wolf Man / Frankenstein Meets the Wolf Man: The Legacy Collection,1935.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Iron Maiden: The Early Days,2004.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Kids in the Hall: Season 3,1991.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Todd Rundgren: Live in San Francisco,2002.0,Music,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kevin James: Sweat the Small Stuff,2001.0,"Documentary, Comedy",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
Strayed,2004.0,"Drama, Romance, War",N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Zaion: I Wish You Were Here,2001.0,"Animation, Drama, Mystery",N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Orange County,2002.0,"Comedy, Drama",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
The War of the Roses,1989.0,Comedy,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Astro Zombies,1969.0,"Comedy, Horror, Sci-Fi",Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
She Wore a Yellow Ribbon,1949.0,Western,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Divan,2004.0,Documentary,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
Kaal,2005.0,"Adventure, Horror, Mystery",N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Big Wars,1996.0,"Animation, Sci-Fi",Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Primus: Animals Should Not Try to Act Like People,2003.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Three O'Clock High,1987.0,Comedy,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Metallica: Some Kind of Monster: Bonus Material,2004.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Simple Life: Season 2,2004.0,None,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
The Rescuers,1977.0,"Animation, Adventure, Comedy",N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Popi,1969.0,"Comedy, Drama",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
